claim_id,date_submitted,franchise_id,item_category,quantity,requested_total,carrier_approved_total,target_outcome,rate,unit_price,qty
CLM-47493,"February 20, 2025",Franchise_TX_01,Drywall Repair - MISC,3.0,290.07,290.07,1,,96.69,
CLM-60229,02/25/2025,Franchise_NY_12,Drywall Repair,,3107.16,1260.32,0,,$115.08,27.0
CLM-73095,07/09/2025,Franchise_NY_12,Antimicrobial Treatment,,2645.5,2645.5,1,,$120.25,22.0
CLM-42099,07/27/2025,Franchise_NY_12,Baseboard Replacement,,1057.56,1057.56,1,,$37.77,28.0
CLM-39022,09/15/2025,Franchise_NY_12,Water Extraction,,2778.75,1557.3,0,,$61.75,45.0
CLM-17967,2025-11-24,Franchise_FL_04,Baseboard Replacement,16.0,242.08,242.08,1,15.13,,
CLM-40614,01/06/2025,Franchise_NY_12,Water Extraction,,4311.0,4311.0,1,,$119.75,36.0
CLM-65470,03/14/2025,Franchise_NY_12,Drywall Repair,,2004.3,2004.3,1,,$58.95,34.0
CLM-76671,2025-04-22,Franchise_FL_04,Water Extraction,29.0,2984.1,2984.1,1,102.9,,
CLM-52390,08/05/2025,Franchise_NY_12,Antimicrobial Treatment,,5685.12,2554.88,0,,$135.36,42.0
CLM-68291,2025-01-13,Franchise_FL_04,Dehumidifier Rental,8.0,686.0,686.0,1,85.75,,
CLM-62017,07/24/2025,Franchise_NY_12,Baseboard Replacement,,3045.06,3045.06,1,,$112.78,27.0
CLM-21366,"April 08, 2025",Franchise_TX_01,Water Extraction,36.0,3233.88,3233.88,1,,89.83,
CLM-44924,2025-06-08,Franchise_FL_04,Baseboard Replacement,19.0,1746.67,1746.67,1,91.93,,
CLM-65962,"September 04, 2025",Franchise_TX_01,Baseboard Replacement,20.0,1457.6,785.3,0,,72.88,
CLM-36831,"July 07, 2025",Franchise_TX_01,Antimicrobial Treatment,48.0,1443.84,943.4,0,,30.08,
CLM-40685,2025-03-03,Franchise_FL_04,Baseboard Replacement,38.0,2772.1,2772.1,1,72.95,,
CLM-75389,"March 24, 2025",Franchise_TX_01,Dehumidifier Rental,41.0,3748.22,3748.22,1,,91.42,
CLM-96016,05/06/2025,Franchise_NY_12,Water Extraction,,4284.4,4284.4,1,,$107.11,40.0
CLM-29569,"July 09, 2025",Franchise_TX_01,Antimicrobial Treatment,21.0,957.18,957.18,1,,45.58,
CLM-62976,12/27/2025,Franchise_NY_12,Drywall Repair,,1988.81,1988.81,1,,$86.47,23.0
CLM-21286,"April 03, 2025",Franchise_TX_01,Water Extraction,43.0,4020.93,3399.83,0,,93.51,
CLM-91668,"August 15, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,11.0,1469.05,1469.05,1,,133.55,
CLM-14690,2025-12-02,Franchise_FL_04,Baseboard Replacement,29.0,3669.08,3669.08,1,126.52,,
CLM-36570,2025-12-16,Franchise_FL_04,Antimicrobial Treatment,2.0,99.08,42.75,0,49.54,,
CLM-30394,11/23/2025,Franchise_NY_12,Baseboard Replacement,,970.5,970.5,1,,$32.35,30.0
CLM-54920,2025-09-01,Franchise_FL_04,Water Extraction,30.0,2391.3,1335.23,0,79.71,,
CLM-90141,2025-09-26,Franchise_FL_04,Dehumidifier Rental,37.0,1173.64,1035.88,0,31.72,,
CLM-58958,2025-02-08,Franchise_FL_04,Water Extraction,40.0,4481.6,4481.6,1,112.04,,
CLM-27155,11/20/2025,Franchise_NY_12,Dehumidifier Rental,,798.42,798.42,1,,$133.07,6.0
CLM-29495,2025-11-08,Franchise_FL_04,Drywall Repair,29.0,2806.62,2806.62,1,96.78,,
CLM-67714,06/13/2025,Franchise_NY_12,Drywall Repair,,953.19,953.19,1,,$105.91,9.0
CLM-16683,2025-05-04,Franchise_FL_04,Antimicrobial Treatment,9.0,1187.64,1187.64,1,131.96,,
CLM-51485,"August 06, 2025",Franchise_TX_01,Baseboard Replacement,6.0,836.88,617.57,0,,139.48,
CLM-27995,2025-04-04,Franchise_FL_04,Drywall Repair,35.0,2511.6,2511.6,1,71.76,,
CLM-10880,"February 03, 2025",Franchise_TX_01,Baseboard Replacement,7.0,990.71,990.71,1,,141.53,
CLM-54020,01/07/2025,Franchise_NY_12,Water Extraction,,2225.76,2225.76,1,,$139.11,16.0
CLM-84859,09/09/2025,Franchise_NY_12,Drywall Repair,,1733.48,1232.03,0,,$123.82,14.0
CLM-24575,01/04/2025,Franchise_NY_12,Antimicrobial Treatment,,5276.2,3755.11,0,,$114.7,46.0
CLM-57114,07/24/2025,Franchise_NY_12,Antimicrobial Treatment,,5284.16,4626.74,0,,$107.84,49.0
CLM-15515,2025-02-06,Franchise_FL_04,Water Extraction,15.0,232.65,138.92,0,15.51,,
CLM-51152,"March 23, 2025",Franchise_TX_01,Antimicrobial Treatment,44.0,4987.4,4987.4,1,,113.35,
CLM-51851,04/27/2025,Franchise_NY_12,Antimicrobial Treatment,,1187.92,1187.92,1,,$38.32,31.0
CLM-48117,2025-03-29,Franchise_FL_04,Water Extraction,30.0,4040.4,4040.4,1,134.68,,
CLM-45903,02/10/2025,Franchise_NY_12,Antimicrobial Treatment,,949.28,440.52,0,,$27.92,34.0
CLM-50919,"March 31, 2025",Franchise_TX_01,Water Extraction,9.0,149.94,91.19,0,,16.66,
CLM-82421,2025-05-12,Franchise_FL_04,Baseboard Replacement,9.0,215.73,215.73,1,23.97,,
CLM-44704,"May 29, 2025",Franchise_TX_01,Dehumidifier Rental,44.0,4830.32,2520.47,0,,109.78,
CLM-63881,"September 09, 2025",Franchise_TX_01,Water Extraction,2.0,283.4,283.4,1,,141.7,
CLM-61456,2025-04-30,Franchise_FL_04,Dehumidifier Rental,16.0,1244.0,1244.0,1,77.75,,
CLM-49544,05/01/2025,Franchise_NY_12,Dehumidifier Rental,,104.66,78.0,0,,$104.66,1.0
CLM-88599,02/07/2025,Franchise_NY_12,Dehumidifier Rental,,229.14,199.87,0,,$114.57,2.0
CLM-93663,01/05/2025,Franchise_NY_12,Dehumidifier Rental,,1178.56,1178.56,1,,$40.64,29.0
CLM-81724,08/27/2025,Franchise_NY_12,Baseboard Replacement,,967.67,587.34,0,,$50.93,19.0
CLM-73165,06/09/2025,Franchise_NY_12,Baseboard Replacement,,1314.72,927.21,0,,$146.08,9.0
CLM-67851,03/12/2025,Franchise_NY_12,Drywall Repair,,1835.84,756.96,0,,$114.74,16.0
CLM-25522,2025-02-04,Franchise_FL_04,Water Extraction,32.0,3868.16,2476.2,0,120.88,,
CLM-40906,"November 17, 2025",Franchise_TX_01,Drywall Repair,22.0,1006.94,1006.94,1,,45.77,
CLM-24348,"January 04, 2025",Franchise_TX_01,Water Extraction,31.0,2372.43,2372.43,1,,76.53,
CLM-74546,"August 20, 2025",Franchise_TX_01,Baseboard Replacement,45.0,6383.7,6383.7,1,,141.86,
CLM-21579,02/16/2025,Franchise_NY_12,Water Extraction,,5688.6,5688.6,1,,$149.7,38.0
CLM-40883,2025-09-10,Franchise_FL_04,Dehumidifier Rental,46.0,5296.9,4695.37,0,115.15,,
CLM-44134,05/15/2025,Franchise_NY_12,Antimicrobial Treatment,,1252.51,1252.51,1,,$43.19,29.0
CLM-39902,"September 08, 2025",Franchise_TX_01,Baseboard Replacement,9.0,168.93,168.93,1,,18.77,
CLM-63866,"January 23, 2025",Franchise_TX_01,Dehumidifier Rental,47.0,3495.39,2667.74,0,,74.37,
CLM-60520,"December 30, 2025",Franchise_TX_01,Baseboard Replacement,48.0,3305.28,2890.64,0,,68.86,
CLM-42113,"June 22, 2025",Franchise_TX_01,Water Extraction,1.0,31.39,31.39,1,,31.39,
CLM-21320,"November 01, 2025",Franchise_TX_01,Water Extraction,32.0,4271.68,3416.64,0,,133.49,
CLM-47858,2025-08-21,Franchise_FL_04,Baseboard Replacement,38.0,2105.58,1585.71,0,55.41,,
CLM-76307,2025-12-25,Franchise_FL_04,Water Extraction,22.0,413.16,367.08,0,18.78,,
CLM-88079,2025-09-13,Franchise_FL_04,Water Extraction,25.0,3177.5,3177.5,1,127.1,,
CLM-99539,"November 10, 2025",Franchise_TX_01,Drywall Repair,39.0,677.82,677.82,1,,17.38,
CLM-43740,2025-10-02,Franchise_FL_04,Drywall Repair,44.0,937.2,937.2,1,21.3,,
CLM-55478,12/01/2025,Franchise_NY_12,Baseboard Replacement,,2229.0,2229.0,1,,$74.3,30.0
CLM-85996,04/04/2025,Franchise_NY_12,Water Extraction,,3120.48,2560.95,0,,$141.84,22.0
CLM-41829,"August 27, 2025",Franchise_TX_01,Drywall Repair,44.0,5789.96,2523.68,0,,131.59,
CLM-92087,"November 27, 2025",Franchise_TX_01,Water Extraction,11.0,1010.35,525.06,0,,91.85,
CLM-73062,"September 27, 2025",Franchise_TX_01,Water Extraction,18.0,540.18,540.18,1,,30.01,
CLM-69615,"April 15, 2025",Franchise_TX_01,Dehumidifier Rental,50.0,6740.5,5631.12,0,,134.81,
CLM-14672,01/19/2025,Franchise_NY_12,Water Extraction,,3760.5,2026.94,0,,$75.21,50.0
CLM-23907,"July 25, 2025",Franchise_TX_01,Drywall Repair,36.0,2722.32,2722.32,1,,75.62,
CLM-34631,12/13/2025,Franchise_NY_12,Dehumidifier Rental,,1408.16,1408.16,1,,$108.32,13.0
CLM-64013,"December 11, 2025",Franchise_TX_01,Drywall Repair,34.0,1502.8,1502.8,1,,44.2,
CLM-37134,2025-09-02,Franchise_FL_04,Water Extraction,9.0,848.88,848.88,1,94.32,,
CLM-70887,"April 05, 2025",Franchise_TX_01,Dehumidifier Rental,30.0,854.1,854.1,1,,28.47,
CLM-34974,"March 12, 2025",Franchise_TX_01,Drywall Repair,21.0,1048.53,1048.53,1,,49.93,
CLM-28049,2025-03-24,Franchise_FL_04,Water Extraction,33.0,,1497.21,1,45.37,,
CLM-92380,"January 23, 2025",Franchise_TX_01,Dehumidifier Rental,21.0,2193.87,1102.25,0,,104.47,
CLM-92088,01/06/2025,Franchise_NY_12,Water Extraction,,1611.48,1611.48,1,,$61.98,26.0
CLM-59299,05/28/2025,Franchise_NY_12,Antimicrobial Treatment,,501.62,399.14,0,,$35.83,14.0
CLM-42965,"January 31, 2025",Franchise_TX_01,Drywall Repair,43.0,1469.74,1469.74,1,,34.18,
CLM-56512,"March 13, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,12.0,1562.4,990.76,0,,130.2,
CLM-81558,2025-04-08,Franchise_FL_04,Drywall Repair,46.0,2017.56,2017.56,1,43.86,,
CLM-25323,2025-12-24,Franchise_FL_04,Dehumidifier Rental,6.0,652.5,652.5,1,108.75,,
CLM-17632,2025-07-16,Franchise_FL_04,Baseboard Replacement,1.0,44.53,44.53,1,44.53,,
CLM-13714,06/30/2025,Franchise_NY_12,Baseboard Replacement,,1431.1,1431.1,1,,$65.05,22.0
CLM-78105,"March 27, 2025",Franchise_TX_01,Antimicrobial Treatment,6.0,154.32,127.67,0,,25.72,
CLM-16988,2025-07-14,Franchise_FL_04,Drywall Repair,13.0,210.47,147.19,0,16.19,,
CLM-96695,2025-10-17,Franchise_FL_04,Antimicrobial Treatment,45.0,4199.85,2639.66,0,93.33,,
CLM-15456,"August 18, 2025",Franchise_TX_01,Antimicrobial Treatment,47.0,4181.12,3010.16,0,,88.96,
CLM-60735,2025-02-08,Franchise_FL_04,Drywall Repair,10.0,1446.3,604.77,0,144.63,,
CLM-22496,"October 28, 2025",Franchise_TX_01,Antimicrobial Treatment,46.0,3395.26,3395.26,1,,73.81,
CLM-87403,"December 30, 2025",Franchise_TX_01,Antimicrobial Treatment,38.0,1687.58,1687.58,1,,44.41,
CLM-48825,"January 01, 2026",Franchise_TX_01,Water Extraction,28.0,1477.56,1048.65,0,,52.77,
CLM-62539,08/04/2025,Franchise_NY_12,Antimicrobial Treatment,,531.96,531.96,1,,$40.92,13.0
CLM-13668,"January 18, 2025",Franchise_TX_01,Dehumidifier Rental,43.0,3851.08,2478.71,0,,89.56,
CLM-42949,"June 20, 2025",Franchise_TX_01,Water Extraction,29.0,557.96,557.96,1,,19.24,
CLM-55070,08/06/2025,Franchise_NY_12,Water Extraction,,2609.98,2609.98,1,,$70.54,37.0
CLM-94098,05/17/2025,Franchise_NY_12,Baseboard Replacement,,2952.8,1900.1,0,,$73.82,40.0
CLM-33377,"May 20, 2025",Franchise_TX_01,Water Extraction,32.0,3521.28,2628.74,0,,110.04,
CLM-93055,2025-01-01,Franchise_FL_04,Dehumidifier Rental,46.0,6137.32,6137.32,1,133.42,,
CLM-99822,02/15/2025,Franchise_NY_12,Water Extraction,,2666.37,1460.96,0,,$126.97,21.0
CLM-25744,"October 23, 2025",Franchise_TX_01,Dehumidifier Rental,30.0,873.9,564.96,0,,29.13,
CLM-24076,08/19/2025,Franchise_NY_12,Baseboard Replacement,,5374.35,5374.35,1,,$119.43,45.0
CLM-34945,2025-11-11,Franchise_FL_04,Drywall Repair,37.0,3278.94,3278.94,1,88.62,,
CLM-94397,11/05/2025,Franchise_NY_12,Water Extraction,,3701.25,3701.25,1,,$82.25,45.0
CLM-47329,"April 13, 2025",Franchise_TX_01,Dehumidifier Rental,46.0,880.44,502.98,0,,19.14,
CLM-29676,2025-06-08,Franchise_FL_04,Antimicrobial Treatment,20.0,2645.8,1379.52,0,132.29,,
CLM-57552,11/13/2025,Franchise_NY_12,Water Extraction,,1223.46,1223.46,1,,$87.39,14.0
CLM-76786,"January 11, 2025",Franchise_TX_01,Water Extraction,20.0,308.8,235.85,0,,15.44,
CLM-23749,06/17/2025,Franchise_NY_12,Dehumidifier Rental,,115.29,115.29,1,,$16.47,7.0
CLM-25836,"July 24, 2025",Franchise_TX_01,Water Extraction,10.0,765.8,765.8,1,,76.58,
CLM-58532,2025-03-20,Franchise_FL_04,Antimicrobial Treatment,1.0,100.82,41.55,0,100.82,,
CLM-80475,11/12/2025,Franchise_NY_12,Drywall Repair,,2454.0,1687.45,0,,$98.16,25.0
CLM-65670,"September 18, 2025",Franchise_TX_01,Water Extraction,25.0,3727.0,3727.0,1,,149.08,
CLM-66155,2025-02-28,Franchise_FL_04,Water Extraction,27.0,3923.64,2114.06,0,145.32,,
CLM-31091,08/10/2025,Franchise_NY_12,Dehumidifier Rental,,986.11,986.11,1,,$31.81,31.0
CLM-29293,12/02/2025,Franchise_NY_12,Baseboard Replacement,,3882.6,3882.6,1,,$143.8,27.0
CLM-99068,2025-10-12,Franchise_FL_04,Baseboard Replacement,47.0,5278.57,3857.71,0,112.31,,
CLM-38203,"June 03, 2025",Franchise_TX_01,Antimicrobial Treatment,24.0,3340.32,1758.85,0,,139.18,
CLM-73675,2025-09-10,Franchise_FL_04,Water Extraction,3.0,242.1,242.1,1,80.7,,
CLM-13302,2025-03-03,Franchise_FL_04,Water Extraction,8.0,,618.42,0,143.22,,
CLM-32205,2025-12-22,Franchise_FL_04,Baseboard Replacement,24.0,3438.24,3438.24,1,143.26,,
CLM-44873,07/16/2025,Franchise_NY_12,Baseboard Replacement,,3866.86,3085.87,0,,$133.34,29.0
CLM-17298,07/20/2025,Franchise_NY_12,Dehumidifier Rental,,1408.08,1408.08,1,,$58.67,24.0
CLM-58012,2025-06-28,Franchise_FL_04,Dehumidifier Rental,35.0,4912.25,3193.58,0,140.35,,
CLM-44788,"December 19, 2025",Franchise_TX_01,Antimicrobial Treatment,37.0,673.4,673.4,1,,18.2,
CLM-52506,"January 03, 2025",Franchise_TX_01,Baseboard Replacement,29.0,3261.05,1908.28,0,,112.45,
CLM-61881,2025-10-15,Franchise_FL_04,Baseboard Replacement,1.0,34.18,34.18,1,34.18,,
CLM-75920,02/21/2025,Franchise_NY_12,Antimicrobial Treatment,,2054.4,2054.4,1,,$64.2,32.0
CLM-88936,08/19/2025,Franchise_NY_12,Antimicrobial Treatment,,5296.43,5296.43,1,,$112.69,47.0
CLM-35275,2025-09-28,Franchise_FL_04,Dehumidifier Rental,46.0,,3734.28,1,81.18,,
CLM-34703,2025-02-22,Franchise_FL_04,Baseboard Replacement,31.0,1728.87,1208.79,0,55.77,,
CLM-34570,"September 11, 2025",Franchise_TX_01,Water Extraction,18.0,1323.54,1323.54,1,,73.53,
CLM-70338,"October 29, 2025",Franchise_TX_01,Water Extraction,36.0,4141.44,4141.44,1,,115.04,
CLM-24179,2025-01-26,Franchise_FL_04,Baseboard Replacement,7.0,509.18,509.18,1,72.74,,
CLM-94037,"November 01, 2025",Franchise_TX_01,Dehumidifier Rental,4.0,324.28,324.28,1,,81.07,
CLM-19871,2025-08-25,Franchise_FL_04,Water Extraction,10.0,1142.1,1142.1,1,114.21,,
CLM-76765,"January 11, 2025",Franchise_TX_01,Dehumidifier Rental,14.0,512.4,428.67,0,,36.6,
CLM-79344,06/04/2025,Franchise_NY_12,Water Extraction,,3637.76,3637.76,1,,$113.68,32.0
CLM-46886,"October 05, 2025",Franchise_TX_01,Drywall Repair,34.0,3380.62,3380.62,1,,99.43,
CLM-56984,"December 13, 2025",Franchise_TX_01,Baseboard Replacement - MISC,31.0,1268.21,1268.21,1,,40.91,
CLM-51462,04/10/2025,Franchise_NY_12,Water Extraction,,2006.17,2006.17,1,,$118.01,17.0
CLM-74666,03/05/2025,Franchise_NY_12,Antimicrobial Treatment,,4079.13,1743.28,0,,$86.79,47.0
CLM-92713,2025-03-10,Franchise_FL_04,Antimicrobial Treatment,14.0,1308.44,1000.59,0,93.46,,
CLM-24219,2025-12-18,Franchise_FL_04,Antimicrobial Treatment,48.0,1572.48,1572.48,1,32.76,,
CLM-47943,"May 05, 2025",Franchise_TX_01,Water Extraction - MISC,32.0,1464.0,989.52,0,,45.75,
CLM-66219,2025-07-19,Franchise_FL_04,Antimicrobial Treatment,15.0,602.4,602.4,1,40.16,,
CLM-74209,"February 27, 2025",Franchise_TX_01,Baseboard Replacement,1.0,136.78,136.78,1,,136.78,
CLM-32170,03/19/2025,Franchise_NY_12,Antimicrobial Treatment,,3540.35,3540.35,1,,$86.35,41.0
CLM-69851,"August 23, 2025",Franchise_TX_01,Dehumidifier Rental,20.0,779.0,357.81,0,,38.95,
CLM-20269,"July 05, 2025",Franchise_TX_01,Dehumidifier Rental,40.0,4428.0,3843.55,0,,110.7,
CLM-29695,"July 17, 2025",Franchise_TX_01,Dehumidifier Rental,4.0,443.24,443.24,1,,110.81,
CLM-25396,2025-11-05,Franchise_FL_04,Drywall Repair,45.0,5392.8,5392.8,1,119.84,,
CLM-32798,"November 11, 2025",Franchise_TX_01,Dehumidifier Rental,22.0,1675.08,687.61,0,,76.14,
CLM-86499,"August 12, 2025",Franchise_TX_01,Baseboard Replacement,46.0,3417.34,3417.34,1,,74.29,
CLM-19851,03/10/2025,Franchise_NY_12,Dehumidifier Rental,,2047.32,1363.84,0,,$93.06,22.0
CLM-76058,"February 28, 2025",Franchise_TX_01,Antimicrobial Treatment,18.0,1679.76,1309.31,0,,93.32,
CLM-88506,07/04/2025,Franchise_NY_12,Dehumidifier Rental,,1968.75,837.93,0,,$43.75,45.0
CLM-58832,2025-02-01,Franchise_FL_04,Dehumidifier Rental,19.0,532.95,532.95,1,28.05,,
CLM-81338,04/11/2025,Franchise_NY_12,Water Extraction,,3801.75,3801.75,1,,$102.75,37.0
CLM-80097,"April 16, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,14.0,1464.4,1464.4,1,,104.6,
CLM-57508,"December 03, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,13.0,329.94,329.94,1,,25.38,
CLM-49634,"February 26, 2025",Franchise_TX_01,Water Extraction,25.0,604.0,357.36,0,,24.16,
CLM-52702,02/14/2025,Franchise_NY_12,Water Extraction,,2498.98,2498.98,1,,$113.59,22.0
CLM-39710,2025-03-10,Franchise_FL_04,Drywall Repair,14.0,1151.36,961.21,0,82.24,,
CLM-23736,2025-06-22,Franchise_FL_04,Antimicrobial Treatment,20.0,2356.6,2356.6,1,117.83,,
CLM-20147,"February 21, 2025",Franchise_TX_01,Water Extraction,2.0,35.42,35.42,1,,17.71,
CLM-81862,"November 22, 2025",Franchise_TX_01,Water Extraction,28.0,4106.2,1672.77,0,,146.65,
CLM-55514,2025-03-28,Franchise_FL_04,Baseboard Replacement,17.0,1018.98,1018.98,1,59.94,,
CLM-25992,"June 28, 2025",Franchise_TX_01,Baseboard Replacement,2.0,38.84,25.23,0,,19.42,
CLM-17241,"November 30, 2025",Franchise_TX_01,Baseboard Replacement,36.0,4068.0,4068.0,1,,113.0,
CLM-65439,2025-12-25,Franchise_FL_04,Dehumidifier Rental,35.0,560.7,560.7,1,16.02,,
CLM-75196,02/14/2025,Franchise_NY_12,Water Extraction,,1144.78,1144.78,1,,$67.34,17.0
CLM-86170,2025-06-15,Franchise_FL_04,Antimicrobial Treatment,43.0,3965.89,3169.82,0,92.23,,
CLM-33399,2025-08-03,Franchise_FL_04,Baseboard Replacement,28.0,2852.64,2206.17,0,101.88,,
CLM-24068,"December 18, 2025",Franchise_TX_01,Antimicrobial Treatment,3.0,251.82,251.82,1,,83.94,
CLM-49019,05/18/2025,Franchise_NY_12,Dehumidifier Rental,,3234.44,3234.44,1,,$147.02,22.0
CLM-27964,10/02/2025,Franchise_NY_12,Antimicrobial Treatment,,1426.88,1012.81,0,,$50.96,28.0
CLM-66009,"May 31, 2025",Franchise_TX_01,Drywall Repair,32.0,756.48,580.37,0,,23.64,
CLM-95254,07/12/2025,Franchise_NY_12,Water Extraction,,1711.0,1270.3,0,,$68.44,25.0
CLM-29707,09/08/2025,Franchise_NY_12,Drywall Repair,,359.58,359.58,1,,$27.66,13.0
CLM-34951,"March 08, 2025",Franchise_TX_01,Drywall Repair,13.0,950.82,950.82,1,,73.14,
CLM-94677,06/08/2025,Franchise_NY_12,Antimicrobial Treatment,,3579.99,2062.89,0,,$76.17,47.0
CLM-11586,"August 09, 2025",Franchise_TX_01,Drywall Repair - MISC,20.0,1000.0,1000.0,1,,50.0,
CLM-59971,04/06/2025,Franchise_NY_12,Baseboard Replacement,,242.58,145.57,0,,$18.66,13.0
CLM-36413,2025-10-31,Franchise_FL_04,Dehumidifier Rental,43.0,4191.64,4191.64,1,97.48,,
CLM-51415,2025-07-18,Franchise_FL_04,Dehumidifier Rental,49.0,3147.76,1849.73,0,64.24,,
CLM-40551,03/09/2025,Franchise_NY_12,Antimicrobial Treatment,,3956.37,3956.37,1,,$119.89,33.0
CLM-23750,"July 01, 2025",Franchise_TX_01,Baseboard Replacement,8.0,685.36,685.36,1,,85.67,
CLM-48434,2025-01-01,Franchise_FL_04,Drywall Repair,5.0,381.15,381.15,1,76.23,,
CLM-59003,2025-10-10,Franchise_FL_04,Baseboard Replacement,47.0,5980.28,5980.28,1,127.24,,
CLM-82377,"June 30, 2025",Franchise_TX_01,Antimicrobial Treatment,26.0,1548.56,1548.56,1,,59.56,
CLM-86804,03/23/2025,Franchise_NY_12,Baseboard Replacement,,2538.0,1504.84,0,,$126.9,20.0
CLM-10408,05/14/2025,Franchise_NY_12,Water Extraction,,4197.9,4197.9,1,,$99.95,42.0
CLM-38325,2025-03-23,Franchise_FL_04,Baseboard Replacement,21.0,2502.57,2502.57,1,119.17,,
CLM-97534,2025-06-09,Franchise_FL_04,Antimicrobial Treatment,43.0,6170.5,6170.5,1,143.5,,
CLM-20735,2025-04-15,Franchise_FL_04,Dehumidifier Rental,29.0,3311.51,3311.51,1,114.19,,
CLM-78460,"April 26, 2025",Franchise_TX_01,Drywall Repair - MISC,17.0,689.69,689.69,1,,40.57,
CLM-64741,"November 24, 2025",Franchise_TX_01,Antimicrobial Treatment,14.0,1958.88,1958.88,1,,139.92,
CLM-21620,04/20/2025,Franchise_NY_12,Dehumidifier Rental,,4196.36,4196.36,1,,$85.64,49.0
CLM-54985,2025-03-03,Franchise_FL_04,Water Extraction,15.0,1264.8,1264.8,1,84.32,,
CLM-33693,03/08/2025,Franchise_NY_12,Antimicrobial Treatment,,4361.2,3891.35,0,,$109.03,40.0
CLM-53306,"December 25, 2025",Franchise_TX_01,Water Extraction - MISC,43.0,1142.51,558.03,0,,26.57,
CLM-98297,12/08/2025,Franchise_NY_12,Antimicrobial Treatment,,398.56,398.56,1,,$24.91,16.0
CLM-40938,12/02/2025,Franchise_NY_12,Antimicrobial Treatment,,3375.96,3375.96,1,,$120.57,28.0
CLM-89418,"February 28, 2025",Franchise_TX_01,Drywall Repair,7.0,366.87,366.87,1,,52.41,
CLM-79898,2025-08-31,Franchise_FL_04,Baseboard Replacement,4.0,497.4,430.67,0,124.35,,
CLM-93012,06/22/2025,Franchise_NY_12,Dehumidifier Rental,,1461.24,1461.24,1,,$54.12,27.0
CLM-43330,"April 09, 2025",Franchise_TX_01,Drywall Repair - MISC,12.0,1506.24,989.17,0,,125.52,
CLM-35068,2025-05-21,Franchise_FL_04,Dehumidifier Rental,37.0,,3912.47,0,122.57,,
CLM-17627,"November 23, 2025",Franchise_TX_01,Baseboard Replacement,20.0,2121.4,1123.87,0,,106.07,
CLM-19473,2025-05-05,Franchise_FL_04,Baseboard Replacement,6.0,596.7,340.95,0,99.45,,
CLM-45619,11/28/2025,Franchise_NY_12,Drywall Repair,,783.94,783.94,1,,$41.26,19.0
CLM-80458,"July 03, 2025",Franchise_TX_01,Water Extraction,39.0,3551.73,3551.73,1,,91.07,
CLM-97027,08/26/2025,Franchise_NY_12,Dehumidifier Rental,,2469.72,1940.2,0,,$74.84,33.0
CLM-15040,02/05/2025,Franchise_NY_12,Antimicrobial Treatment,,1628.64,1628.64,1,,$90.48,18.0
CLM-19764,2025-08-30,Franchise_FL_04,Water Extraction,21.0,1044.96,1044.96,1,49.76,,
CLM-77698,05/09/2025,Franchise_NY_12,Drywall Repair,,4215.42,2008.81,0,,$127.74,33.0
CLM-78237,2025-10-21,Franchise_FL_04,Baseboard Replacement,4.0,499.16,392.5,0,124.79,,
CLM-91882,02/20/2025,Franchise_NY_12,Water Extraction,,2718.2,2428.29,0,,$135.91,20.0
CLM-62954,2025-01-25,Franchise_FL_04,Water Extraction,15.0,1293.75,624.04,0,86.25,,
CLM-19942,09/28/2025,Franchise_NY_12,Drywall Repair,,1118.46,717.52,0,,$79.89,14.0
CLM-36004,"July 03, 2025",Franchise_TX_01,Baseboard Replacement - MISC,34.0,3670.64,2462.32,0,,107.96,
CLM-12636,2025-10-03,Franchise_FL_04,Drywall Repair,25.0,3612.75,3612.75,1,144.51,,
CLM-61003,04/03/2025,Franchise_NY_12,Dehumidifier Rental,,521.62,231.54,0,,$47.42,11.0
CLM-72493,01/11/2025,Franchise_NY_12,Antimicrobial Treatment,,124.8,110.04,0,,$124.8,1.0
CLM-99430,"October 28, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,5.0,726.25,472.81,0,,145.25,
CLM-96747,11/27/2025,Franchise_NY_12,Drywall Repair,,452.13,452.13,1,,$21.53,21.0
CLM-48170,09/02/2025,Franchise_NY_12,Water Extraction,,132.69,132.69,1,,$44.23,3.0
CLM-74447,2025-05-14,Franchise_FL_04,Dehumidifier Rental,20.0,,2448.4,1,122.42,,
CLM-25291,2025-07-11,Franchise_FL_04,Drywall Repair,4.0,513.6,513.6,1,128.4,,
CLM-96960,03/18/2025,Franchise_NY_12,Baseboard Replacement,,537.32,356.05,0,,$134.33,4.0
CLM-21339,2025-02-24,Franchise_FL_04,Baseboard Replacement,4.0,260.36,260.36,1,65.09,,
CLM-86499,"September 28, 2025",Franchise_TX_01,Dehumidifier Rental,3.0,415.08,314.14,0,,138.36,
CLM-59807,2025-09-08,Franchise_FL_04,Baseboard Replacement,22.0,3034.24,2300.85,0,137.92,,
CLM-60678,09/09/2025,Franchise_NY_12,Water Extraction,,2030.32,2030.32,1,,$49.52,41.0
CLM-78414,04/20/2025,Franchise_NY_12,Drywall Repair,,513.92,513.92,1,,$23.36,22.0
CLM-23243,2025-08-19,Franchise_FL_04,Water Extraction,39.0,4453.41,1925.37,0,114.19,,
